"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.7
7200, 0.58
10800, 0.63
14400, 0.72
18000, 0.47
21600, 0.65
25200, 0.54
28800, 0.6
32400, 0.55
36000, 0.45
39600, 0.62
43200, 0.57
46800, 0.71
50400, 0.61
54000, 0.46
57600, 0.6
61200, 0.56
64800, 0.79
68400, 0.64
72000, 0.58
75600, 0.61
79200, 0.49
82800, 0.71
86400, 0.7
90000, 0.62
93600, 0.55
97200, 0.62
100800, 0.6
104400, 0.61
108000, 0.72
111600, 0.64
115200, 0.6
118800, 0.71
122400, 0.56
126000, 0.58
129600, 0.62
133200, 0.55
136800, 0.64
140400, 0.54
144000, 0.55
147600, 0.6
151200, 0.48
154800, 0.71
158400, 0.69
162000, 0.47
165600, 0.71
169200, 0.5
172800, 0.63

"R{""caffeic_acid_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 2.1
7200, 2.24
10800, 2.03
14400, 2.2
18000, 2.07
21600, 2.34
25200, 2.18
28800, 2.15
32400, 2.17
36000, 1.94
39600, 2.01
43200, 2.16
46800, 2.25
50400, 2.02
54000, 2.13
57600, 2.25
61200, 2.03
64800, 2.01
68400, 2.32
72000, 2.16
75600, 2.11
79200, 2.44
82800, 2.0
86400, 2.16
90000, 2.1
93600, 2.06
97200, 2.16
100800, 1.96
104400, 1.96
108000, 2.12
111600, 2.38
115200, 2.02
118800, 1.93
122400, 2.17
126000, 2.22
129600, 2.36
133200, 2.37
136800, 2.08
140400, 2.18
144000, 2.54
147600, 2.28
151200, 1.99
154800, 2.14
158400, 2.13
162000, 1.94
165600, 2.37
169200, 2.21
172800, 2.36

"R{""ferulic_acid_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.01
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""p_coumaroyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.77
7200, 0.85
10800, 0.78
14400, 0.72
18000, 0.93
21600, 0.87
25200, 0.8
28800, 0.93
32400, 0.83
36000, 0.85
39600, 0.85
43200, 0.68
46800, 0.88
50400, 0.7
54000, 0.89
57600, 1.03
61200, 0.82
64800, 0.89
68400, 0.99
72000, 0.86
75600, 0.7
79200, 0.71
82800, 0.84
86400, 0.99
90000, 0.8
93600, 0.93
97200, 0.88
100800, 0.94
104400, 1.12
108000, 0.78
111600, 0.87
115200, 0.95
118800, 0.8
122400, 0.93
126000, 0.74
129600, 0.92
133200, 1.03
136800, 0.92
140400, 0.87
144000, 0.97
147600, 0.99
151200, 0.85
154800, 0.94
158400, 0.87
162000, 0.76
165600, 1.0
169200, 0.81
172800, 0.93

"R{""caffeoyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 6.12
7200, 6.0
10800, 5.8
14400, 6.02
18000, 5.6
21600, 5.84
25200, 5.75
28800, 6.11
32400, 6.03
36000, 6.24
39600, 5.56
43200, 5.29
46800, 5.73
50400, 6.17
54000, 5.82
57600, 5.72
61200, 5.95
64800, 6.17
68400, 6.4
72000, 6.17
75600, 5.69
79200, 6.12
82800, 5.76
86400, 5.83
90000, 6.04
93600, 5.88
97200, 5.98
100800, 6.45
104400, 6.02
108000, 6.13
111600, 5.62
115200, 5.79
118800, 5.92
122400, 5.91
126000, 5.83
129600, 5.35
133200, 6.08
136800, 5.97
140400, 5.89
144000, 5.75
147600, 6.13
151200, 5.91
154800, 5.91
158400, 5.83
162000, 5.87
165600, 5.92
169200, 5.81
172800, 5.71

"R{""feruloyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 4833.08
7200, 9681.16
10800, 14528.26
14400, 19371.33
18000, 24216.84
21600, 29052.29
25200, 33907.35
28800, 38761.19
32400, 43607.67
36000, 48458.04
39600, 53301.01
